Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Estimated crime in Montana

,,"Crime rate per 100,000 population",,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
1960,     674767,          67.1,           3.9,           7.1,,          27.6,          28.6,       1985.4,         396.4,       1345.5,         243.5 
1961,     682000,          67.0,           2.5,           7.0,,          25.4,          32.1,       1954.1,         418.9,       1311.9,         223.3 
1962,     709000,          55.0,           2.1,           7.3,,          19.9,          25.7,       1928.8,         414.8,       1289.6,         224.4 
1963,     707000,          58.6,           2.0,           8.3,,          20.7,          27.6,       2098.3,         478.1,       1375.1,         245.1 
1964,     705000,          80.0,           2.7,           7.5,,          15.6,          54.2,       2023.1,         472.1,       1350.2,         200.9 
1965,     706000,          72.8,           1.7,           7.8,,          15.9,          47.5,       2077.5,         452.8,       1426.6,         198.0 
1966,     702000,          72.2,           2.8,           9.0,,          17.8,          42.6,       2283.8,         496.0,       1555.1,         232.6 
1967,     701000,          83.9,           2.4,          10.3,,          21.4,          49.8,       2373.2,         522.3,       1635.2,         215.7 
1968,     693000,          88.0,           3.3,           7.2,,          18.2,          59.3,       2454.0,         567.8,       1687.7,         198.4 
1969,     694000,          98.3,           3.6,          11.1,,          22.2,          61.4,       2591.4,         561.8,       1813.7,         215.9 
1970,     694409,         111.5,           3.2,          10.5,,          22.3,          75.5,       2771.4,         593.7,       1955.9,         221.8 
1971,     708000,         137.1,           4.4,          14.1,,          28.7,          90.0,       3046.8,         654.9,       2169.8,         222.0 
1972,     719000,         150.1,           2.5,          10.8,,          33.2,         103.5,       3055.2,         708.2,       2100.0,         247.0 
1973,     721000,         167.4,           6.0,          16.4,,          36.3,         108.7,       3227.9,         755.6,       2241.7,         230.5 
1974,     735000,         162.4,           4.2,          12.2,,          35.6,         110.3,       3921.4,         887.9,       2750.5,         283.0 
1975,     748000,         189.6,           5.2,          14.3,,          41.4,         128.6,       3999.3,         875.1,       2814.8,         309.4 
1976,     753000,         180.3,           5.0,          13.5,,          35.6,         126.2,       4081.5,         841.0,       2932.7,         307.8 
1977,     761000,         218.0,           5.4,          16.7,,          39.2,         156.8,       3887.3,         804.9,       2773.2,         309.2 
1978,     785000,         237.6,           4.8,          15.8,,          36.8,         180.1,       3678.2,         786.0,       2585.1,         307.1 
1979,     786000,         224.2,           4.2,          20.6,,          33.1,         166.3,       4236.4,         803.3,       3121.8,         311.3 
1980,     781592,         222.6,           4.0,          21.0,,          34.0,         163.6,       4801.9,         950.6,       3529.6,         321.7 
1981,     792000,         253.0,           3.4,          22.1,,          38.1,         189.4,       4765.9,         966.0,       3519.4,         280.4 
1982,     801000,         224.8,           3.9,          14.9,,          33.1,         173.0,       4108.4,         843.8,       3006.1,         258.4 
1983,     817000,         212.6,           3.7,          19.8,,          23.5,         165.6,       4431.8,         908.2,       3294.7,         228.9 
1984,     824000,         237.6,           4.4,          20.6,,          27.4,         185.2,       4415.0,         858.0,       3286.4,         270.6 
1985,     826000,         208.5,           5.8,          19.2,,          20.9,         162.5,       4340.8,         827.5,       3238.0,         275.3 
